,Str1,Str2,Shared_norm,Strain1,Strain2
496,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_JHI783_GCF_010668665.1,0.8352497594151878,262,81
523,R._leguminosarum_JHI1084_GCF_010668425.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.8413276244019323,262,103
521,R._leguminosarum_JHI1084_GCF_010668425.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.8348095134428232,262,152
522,R._leguminosarum_JHI1084_GCF_010668425.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.8392799531646514,262,165
500,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.8196804544918471,262,168
509,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8479309751303528,262,195
525,R._leguminosarum_JHI1084_GCF_010668425.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.9007294845763755,262,206
506,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.9011485040889693,262,227
505,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8966747942994798,262,233
504,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.9486034533157275,262,239
491,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.9331620329924457,262,240
489,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_128C53_GCF_000373425.1,0.9249926821906419,262,260
507,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_UPM791_GCF_002948295.1,0.9269169814286478,262,261
495,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_JHI1084_GCF_010668425.1,1.0,262,262
503,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.9454541081514338,262,265
513,R._leguminosarum_JHI1084_GCF_010668425.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.834485317638027,262,285
514,R._leguminosarum_JHI1084_GCF_010668425.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8176610711814443,262,302
515,R._leguminosarum_JHI1084_GCF_010668425.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8195163881021392,262,309
512,R._leguminosarum_JHI1084_GCF_010668425.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8174061182042736,262,311
498,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_L144_GCF_012276225.1,0.8121960381319366,262,338
488,R._leguminosarum_JHI1084_GCF_010668425.1,R._laguerreae_SS21_GCF_012275795.1,0.7977083616370715,262,344
487,R._leguminosarum_JHI1084_GCF_010668425.1,R._laguerreae_SP4_GCF_012275785.1,0.7953406693899401,262,348
499,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_L563_GCF_012276025.1,0.8203234596673565,262,359
492,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.8221020157940101,262,365
511,R._leguminosarum_JHI1084_GCF_010668425.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8126076981347392,262,370
494,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.8100468442109909,262,377
517,R._leguminosarum_JHI1084_GCF_010668425.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8222512120563095,262,386
502,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8332908396488025,262,388
518,R._leguminosarum_JHI1084_GCF_010668425.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8147775219470732,262,395
490,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.8356094121706144,262,399
501,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.8202960548817632,262,414
519,R._leguminosarum_JHI1084_GCF_010668425.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8200199000072538,262,416
520,R._leguminosarum_JHI1084_GCF_010668425.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.822867164150613,262,417
516,R._leguminosarum_JHI1084_GCF_010668425.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.8197608825278621,262,429
497,R._leguminosarum_JHI1084_GCF_010668425.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8183276781186375,262,438
848,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._anhuiense_S10_GCF_002531655.1,0.8697922509142306,265,5
870,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_Vh3_GCF_000373325.1,0.8633225908041635,265,21
855,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8693372131464575,265,25
886,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.8607815813110336,265,26
872,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.8691782387981823,265,77
858,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_JHI783_GCF_010668665.1,0.8629914043905005,265,81
885,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.872627134316436,265,103
883,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.860685664823015,265,152
884,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.8693904129427341,265,165
862,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.8508698015060934,265,168
871,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8849970371489194,265,195
887,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.9263398500779775,265,206
868,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.9315767498787899,265,227
867,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.9328941931624442,265,233
866,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.9576244880234317,265,239
853,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.9666774033754352,265,240
851,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_128C53_GCF_000373425.1,0.945569102063874,265,260
869,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_UPM791_GCF_002948295.1,0.9474106176158873,265,261
857,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.9454541081514338,265,262
865,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,1.0,265,265
875,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8567835221476873,265,285
876,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8417003333195996,265,302
877,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8443451719834223,265,309
874,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8365501683124712,265,311
860,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_L144_GCF_012276225.1,0.8377534837997994,265,338
850,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._laguerreae_SS21_GCF_012275795.1,0.8264651452672385,265,344
849,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._laguerreae_SP4_GCF_012275785.1,0.825565318321555,265,348
861,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_L563_GCF_012276025.1,0.8425421997528533,265,359
854,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.8484287956586897,265,365
873,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8323294743993723,265,370
856,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.8350751794229715,265,377
879,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8508951434559138,265,386
864,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8409338463143758,265,388
880,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8435811604192126,265,395
852,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.8358025374775173,265,399
863,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.8460084724916566,265,414
881,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8498983247523422,265,416
882,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.853078227362132,265,417
878,R._leguminosarum_SEMIA_459_GCF_014198415.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.8486181492655458,265,429
859,R._leguminosarum_SEMIA_459_GCF_014198415.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8257257487741252,265,438
972,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_SRDI943_GCF_000372105.1,1.0,277,277
969,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_CB2179_GCF_004028055.1,0.9448936807427373,277,278
976,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_WSM409_GCF_004054165.1,0.9471600323911175,277,279
974,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.9471135338864931,277,280
975,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.9441550241270689,277,281
971,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.8488020331952137,277,282
977,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8670954883412687,277,283
997,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8493295114471417,277,284
998,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8497609425127212,277,285
978,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.8497677609880983,277,286
1002,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.8485558531534985,277,287
1003,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.8485558531534985,277,288
995,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.8573434280612223,277,289
968,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_9B_GCF_011604485.1,0.8557264075329439,277,290
973,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_T88_GCF_013426935.1,0.8527622981045315,277,291
983,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.8525970266329724,277,292
979,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.8468669150789491,277,293
980,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.846779280983378,277,294
986,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.8538567860203033,277,295
970,R._leguminosarum_SRDI943_GCF_000372105.1,R._leguminosarum_CC275e_GCF_000769405.2,0.8577181909731889,277,296
989,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.8542951065205868,277,297
994,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.8534713842138513,277,298
982,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.8529157552536846,277,299
1006,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.8467492879929144,277,300
1005,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.846963988377462,277,301
1007,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8471298288628066,277,302
988,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.8472477583646782,277,303
996,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.8444164014789984,277,304
981,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,0.8437481467537429,277,305
1008,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,0.8451994867511174,277,306
984,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.8473343755655559,277,307
1004,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.8530290983412311,277,308
1009,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8552509712682704,277,309
992,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.8457729679323546,277,310
991,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8467051299908379,277,311
987,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.852062547745383,277,312
990,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.8489952013889657,277,313
985,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.8565780568336478,277,314
993,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.8423813569501348,277,315
999,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.8466348666914189,277,316
1000,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.8473127799981106,277,317
1001,R._leguminosarum_SRDI943_GCF_000372105.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.8469627169790384,277,318
206,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.9448936807427373,278,277
203,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_CB2179_GCF_004028055.1,1.0,278,278
210,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_WSM409_GCF_004054165.1,0.952551837120289,278,279
208,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.9461432833046732,278,280
209,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.9470794995559146,278,281
205,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.8489372651645042,278,282
211,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8669899317677792,278,283
231,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8484999601071284,278,284
232,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8489298908733556,278,285
212,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.8553977538682804,278,286
236,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.8553696889436797,278,287
237,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.8553696889436797,278,288
229,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.8612692278435148,278,289
202,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_9B_GCF_011604485.1,0.8614769852986609,278,290
207,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_T88_GCF_013426935.1,0.857502809689906,278,291
217,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.8558716642612907,278,292
213,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.855499637783504,278,293
214,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.8552631115339218,278,294
220,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.8600591126921541,278,295
204,R._leguminosarum_CB2179_GCF_004028055.1,R._leguminosarum_CC275e_GCF_000769405.2,0.8642071037738186,278,296
223,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.8519587933389949,278,297
228,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.8574640079875337,278,298
216,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.8470748051983883,278,299
240,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.8345018547476063,278,300
239,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.8344146828777592,278,301
241,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8347296942689519,278,302
222,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.8426082199434312,278,303
230,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.8408934723699173,278,304
215,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,0.8474832735066543,278,305
242,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,0.847873614854747,278,306
218,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.8539179156320544,278,307
238,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.8542858611749671,278,308
243,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8569951204902885,278,309
226,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.8492832148633235,278,310
225,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8389683156374397,278,311
221,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.8501220414882853,278,312
224,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.8470478370262422,278,313
219,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.8470047675708053,278,314
227,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.8480227152865636,278,315
233,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.8427498736911793,278,316
234,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.843428298241218,278,317
235,R._leguminosarum_CB2179_GCF_004028055.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.8430787905439853,278,318
1260,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.9471600323911175,279,277
1257,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_CB2179_GCF_004028055.1,0.952551837120289,279,278
1264,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_WSM409_GCF_004054165.1,1.0,279,279
1262,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.9524415279042603,279,280
1263,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.9470940943472237,279,281
1259,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.8555640125969186,279,282
1265,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8711675087169533,279,283
1285,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8505410171976604,279,284
1286,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8506682473613254,279,285
1266,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.8554187475218326,279,286
1290,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.854513536626595,279,287
1291,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.854513536626595,279,288
1283,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.8616694575519012,279,289
1256,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_9B_GCF_011604485.1,0.8626930135539299,279,290
1261,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_T88_GCF_013426935.1,0.8571216658653885,279,291
1271,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.8579291930082065,279,292
1267,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.8501472975176141,279,293
1268,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.8500582076299985,279,294
1274,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.8595743703215316,279,295
1258,R._leguminosarum_WSM409_GCF_004054165.1,R._leguminosarum_CC275e_GCF_000769405.2,0.8622194762616653,279,296
1277,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.8510574046906854,279,297
1282,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.857209086694483,279,298
1270,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.8447571908392407,279,299
1294,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.8330224830141633,279,300
1293,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.833084341187483,279,301
1295,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8333939115758772,279,302
1276,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.840911691997257,279,303
1284,R._leguminosarum_WSM409_GCF_004054165.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.8404331940838574,279,304
